text,label
masuk pesanselesai kasih tombol beli bayar pdam ribet tidak langsung bayar isi tidak langsung bayar isi data ribet pdam klik klik kota kabupaten,negative
tolong tambahkan fitur hapus riwayat transaksi,negative
transaksi bagi puas manfaat,positive
sulit lupa sandi saldo saldi,neutral
transaksi sistem sibuk,negative
wah,neutral
jooos,neutral
dahulu,positive
pinjam,neutral
memasuki daftar gagal jelas belum maksud lu menerima isi balikin saya manfaat anak yatim,negative
aplikasi bags,negative
bagusada keluh belum jelas bayar kaijelas bayar gagal fihak konfirmasi kembalikantp fihak transaksi suksesuang masuk,negative
kesini sampah isi ulang mbanking hasil saldo tidak tambah,negative
aneh banget sumpah padahal transaksi bayar cicilanpulsa listrik dll kecewa,positive
ada promo hehe,neutral
sulit butuh proses lambat,negative
cepat oke,positive
bantu terimakasih danasaya mudah transaksi,positive
hhabis livin mandirikok tidak masuk,negative
batu bayary,neutral
gagal hari tidak layan lemot tolong baik,negative
kenapa sampai belum masuk transaksi hasil hubung kastamer tapi jawabanya email temu,positive
kacau saldo menambah hilang hadeuhhh,positive
semoga aman tidak kayak ovo blokir sudah daftar investasiinvestasi ludes kena ovo,negative
lemah tipuretas aman sistem korbanhilang saldo ragu simpan saldo,negative
kirim kena biaya admin,negative
kecewa kirim rekening masuk tarik transaksi berhasiluang obat ambil tolong harap hapus apknya rugi lagi,negative
buka akun ganti susah brapakali unduh akun saldo,negative
baik lupa coba ganti ngesatack situu,positive
mnap,neutral
mantullll,neutral
akun ku tidak masuk pas dimasuki nomor nomor tedaftar solusi,positive
pakai verifikasi wajah tapi aman masak tidak nomor daftar nama guna memang bajak sebelum verifikasi kode otapi tidak tidak tidak aduh,negative
enggak daftar pas memasuki nomor telepon daftar akun daftar pakai nomor handphone akun saldo,negative
sesemoga kendala apa kendala sesemoga layan selesai kendala terimakasih mudah orangorang transaksi,positive
tapi peyleter ku tidak muncul,negative
kirim hasil masuk rekening tuju tidak tanggap,positive
enggak jelas transaksi terus,positive
bantu sekalitks,negative
akun apahubung google tapi saldo potong otomatis sampai kuras saldo sampai sungguh kecewa,negative
admin,neutral
nipunya,neutral
tolong akun hilang tuh kacau,negative
terima kasih mudah,positive
manfaat topy,positive
bantu mudah terima kasih,positive
halah daftar kode otp sms,negative
aneh potong perak,negative
tingkat aman jelek mudah akun bobol,negative
simpel aman tarik cepat,positive
kembali uang,neutral
ewalet kerensimple mudah cepat,positive
tolong proses keluh jelas butuh minggu tunggu nomor lapor,negative
aman cepat,neutral
saldo masuk email tanggap perlu,positive
ku kasih bntang dahulu karena belum donlody,negative
tolol ssudahah turutin prosedurtidak upgred premiumkalau menyusahkan penguna situ tidak ambil tidak gunaminta poto ktp sudah potoin tunjuk tidak tolong baik dahulu mssudahah kalau tidak juga akun upgred sumpahin ajuga,negative
buka memasuki benar tetap tidak semekin kesini rusak,negative
saya saya ken epep tidak memperbaiki kesel saya saya tidak,negative
ktp saya ajar saya padahal bayar administrasi gwee,negative
manfaatgratissss,neutral
koneksi jaring gagal tolong baik jaring aplikasi bagus tolong baik,negative
sistem lemah oknum,negative
macet,neutral
menyesal buat dab aplikasi aiueo banyak atur ken cairin dab mememenunggu katnya bisa ambil mememenunggu tolong baik kaya masak terima aplikasi lainbanking mememenunggu cairinkan butuh kebanykan atur aplikasi proses tidak sesuai tulis tolong bantu,negative
susah transaksi tapi ampun,negative
uh,neutral
baru,neutral
tidak banget transaksi luar kendali padahal transaksi kenapa transaksi otomatis terus latidakn website mana transaksi,positive
woooow,neutral
rampok kerja promo keluh saldo bisnis masuk ditanggepin,positive
payah,neutral
lupa sandi ganti sandi tidak bisah suruh kirim email samapai sekarang tidak balasanpadahal saldo akun beku tipu saya,negative
terima kasih tunggu sekian purnama kembali teriterima kasih,positive
tidak tidak masuk versi baru buruk,negative
awas kena tipu sudah mandiri,negative
hapus aplikasi kacau jaring bagus pas transaksi sumpah buruk saran hapus kalau tidak baik,negative
puaskalau kalau isi ulang dari rekening pakai potong,negative
mantap jaya,positive
danapayleter tidakorang salah,negative
terang hasil saldo bertambahkeluhan emaillive respon membantuaplikasi maka layan respon layan mesin penjawabtidak itikad kembang dari segi pelayanansaran pakai seperti ovo gopay dll jarang ganggu busuk,negative
mudah untuk transaksi,positive
kecewa kena tipu kecewa,negative
kalau transfer kena biaya admin transfer atas tapi tetap kena biaya admin,negative
enak gampang setelah aplikasi,negative
aman rapuh mudah jangan segara tarik saldo korban,neutral
ubdet jelek kirim engak tunai engak gi,neutral
tolong buat regertasiup premiumkarena rasa transfer rekening,negative
akun diblokirkirim email aduh diblsterus saya hubung lihat histori transaksi saya puluh jutamasih buat sulit,negative
bintangberbicaray,negative
cs banget nanganin minggu respon,positive
bagus muas bantu,positive
bagus isi pulsapaket bagus kadang lemot,negative
besssss boleh pokok aman dan amanh,positive
kasih bintang karena entah tarik tunai tidak bisa dipakai tapi lebih,negative
alkhamdulillah,neutral
puas banget alami ganggu bantu bintang lemo gawoh,negative
sbnrnya suka banget tapi sakirim tolong bebas transaksi kirimmohon respon terimakasih,positive
susah sekali masuk aplikasi sudah unduh ulang tidak bisa,negative
kena biaya,negative
lumayan bagus aplikasi mohon kirim kode otp whatsapp,negative
salah pilihrek kayak,negative
akun jaring masalah jaring bagusaja akun,positive
kenal bayar muas,positive
mantaf pakai,neutral
keren habis dan membantu,neutral
nyaman,negative
kenapa melulu,negative
kecewa kenapasih banget kadang tidak bisa tunggu masuk enggak pernah kesini rusak gaseperti malas,negative
tidak rekomendasi,negative
tidak masuk handphonetidak cuman sampai logo,negative
puas pakai,positive
bantu cari cuan,negative
sekarang lemot eror mentall terus buat pusing,negative
sesuai janji saya sudah masuk norek saya jadi saya kasih lagi depan jangan lagi saya,negative
kenapa kirim,positive
recommendedbagus,negative
bagaimana memenyambung tix memenyambung transfer teman terus tolong dipakai,negative
masuk akun uninstall warnningnya nomor terdaftr nama guna mohon priksa,positive
mudah ribet,negative
elastis,neutral
tidak dowload,negative
depoy,neutral
bagus tolong fitur kait kontak merespon,negative
dapat pakai otomatis muncul harga potong,positive
lupa dana rubah dana kalau hasil ubah ganti bintang,positive
becus saldo transaksi sukses saldo tambah bintang,positive
tolong cepat proses saldo paypal masuk uang,positive
senang banget bolak kirim gampang banget,positive
mohon bijak bantu kena potong saldo otomatis cs bantu beku pakai aman tanggung biar,negative
lupa email belum tindak lanjutkan,negative
pakai,neutral
admin banyak bossq,neutral
banget proses kode otp lupa sandi menunggu sampai tetap,negative
saldo sedot updated,positive
tolong kasih paylater,negative
aman hhilang saldo bukti saldo hilang mohon baik,positive
ml google tokogame terus pilih metode bayar pilih terus ahli aplikasih bayar muncul coba berkalikali updte aplikasih hapus aplikasih tapi muncul sampai kesal,negative
terimakasih aplikasi kerjasamanya,positive
bantu,negative
keluh tanggap dm kemarin responnya lu niat tidak buat pakai keluh tidak gubris notifikasi akun kirim email tidak jugagimna niat tidak jalas banget,negative
bantu saganggu,negative
baca saldo baca kurang masuk sayay,positive
kirim akun,positive
daftar susah,negative
taii duit ilangg ruweeeeet hes payah,neutral
bagus terima kasih,positive
kesini lemot tidak lancar tolong baik banyak loding,negative
gagah,positive
tolong perhati salah kirim kengahusan kirim karena nomer tuju aktif mohon jelas lanjut kirim biar hangus,negative
kak,neutral
aman azza,neutral
aplikas lemot banget sinyal internetnya kencang,negative
puas aplikasi pokok josss terimakasih,positive
alami gagal transakai masuk masuk pada usaha komplen membantu banget,negative
mantap pokoknya mah,positive
gagal menambah berkas berkas syarat gagal cs respon kecewa isi ulang taiii taiii,negative
bagus belit belit aman simpan mantap siiiip,negative
yuk pindah aplikasiikasi belah kesel pakai aplikasiikasi tersendat ngebug atau jaring stabil mau bayar transaksi susah selalu gagal kecewa,positive
kecewa akun bisnis tarik saldo bisnis laku tari gagal telepon cs tunggu kirim email tidak alhasih nyangkut usaha respon banget imbas usaha lancar harap dana baik semua sestemnya nyaman lancar trimakasih,positive
jaga layanbagus guna salam sukses,negative
tolong bantu tarik tunai atm baca tapi servernya tolong baik cepat,positive
ramah,positive
ngetopy,neutral
tolong banyak,negative
oke manfaat,positive
saya puas dngn layan semoga sukses,positive
tolong bantu ganti nomer kartu karena nomernya sudah hilang,negative
selalu oklik,neutral
ken ganti lupa buat pusing ngestuck nya sudah ken ulang ngestuck sudah tunggu ken ganti gampang susah banget,negative
kesini ampas kirim tidak tanggap tunggu tidak ampas,negative
kerrrreeeen sangat,neutral
bobrok bagus cepat respon lemot kirim bamk kirim kemapa kirim teman pas klik lemot suka payah benar atm,negative
semoga berkah,positive
lupa klik lupa muter muter tidak solusi saldo ah kacau kecewa tidak tidak kantor juga tidak cabang juga komplaein juga tidak tidak respon,negative
bagus banget maju ewallet trusted indonesia btw mengerti reviewnya jelek bantu banget aplikasi depan bagus kecewa percaya aplikasi,negative
elek koyo kontol,negative
mudah pakai,positive
transaksi tanggal kemarin belum masuk rekeningpihak tanggung jawab,negative
transaksi susah,positive
tidak tolol hapus saranjangan unduh,negative
kecewa saldo potong tuju milik,neutral
kenapa pakai,neutral
hhabis baru masuk aduh,negative
mengirim kode verifikasi otp sms sudah langsung kode baik pulsa tidak,negative
lupa anjir,negative
banyak bhy,neutral
ijek puki busuk,negative
susah diinstal,negative
akun inisaya ana kirim anaana penuh belum pakai mengirim,negative
waikkk,neutral
tolong benerin sistem sibuk,negative
handphone daftar pas masuk salah bingung,negative
fitur lupa ribet verifikasi handphone lola banget ujung ujung sudah begitu lambat,negative
rusak saya dapat paypal tarik enggak masuk hubung banget proses,negative
oksaya akun saya,negative
kasihh bintang kasihh bintang anak saldo mohon,positive
sampah bobrok,negative
isi saldo gampang banget gilir uangnyaau kirimdisuruh uograde susah ampundi ciba gagal terusini,negative
kirim kirim tidak,negative
gagal ubah saya cair lengkap tetap resmi banget rintanganya,negative
dompetjooooossss,negative
semenjak baru fitur bisnis layak sampah fitur bisnis,neutral
tidak jls beli pulsa gagaly,negative
dompet dompetandal untuk transaksi,positive
ganti belah waktu,negative
ampun tolong saldo butuh respon banget,negative
lupa kendala mereset,negative
tolongsaya kode otpsedangkan nomor handphone aktiftolong verifikasi alternatif,negative
ngtd ajng memang tolol,negative
susah buat ribet,negative
oketapi kalau tolong kasih info,negative
aman kutang bobol sulit kembali hilang,negative
bagus tapi sasaya susah daftar playleter gagal bagaimana,negative
buat ringan,positive
jangan unduh menyesal beli pulsa tidak masukmasuk sampai menunggu,negative
coba pinjam online,positive
pinjol gimana tolong intruksi,negative
proses cepat,positive
gagal terusssss pakai tapi sudah hmm,negative
sudah donlowd tidak buka,negative
tidak masuk handphone tidak apdet baru tidak,negative
tidak gagal gagal terusssssss capeeeeeeeeeeekkkkkkkkkk,negative
kecewa isi saldo kunjung masuk saldo potong telepon tunggu menit semoga berkah iniy,positive
trmkah tlh memudh kan transaksi,positive
kacau memasukin saldo isi tolong tangan cepat mudah,positive
susah masuk mohon bantu,negative
bantu banget penting layan pulsa,negative
woi nomordaftar expired kirim pesan gmail sesuai dengan solusi danatapi tanggal suruh memenunggu respon teruskrn inilahitulahlalu tangan sekaranglewat langsung juga samakirim pusat bantu suruh memenunggu respon lagike pusat resolusi juga suruh memenunggutolong bantuannyakarna saldo akun untuk cari uangy,positive
transaksi mudah lancarai,positive
maantaap pokok,neutral
puassss mudah potongancepat sampaiterimakasih mudah,positive
buruk banget susah lupa pw juga sudah kali klik tidak lanjut sampai besok juga tidak mncul busuk benar tidak bisa ambil gimana coba sama maling tidak sulit hidup orang dibalas akhirat,negative
kemarin hhabis tidak lainlangsung hilang lenyap tindak lanjut resah,negative
kesini kecewa akses gagalsasisa saldobutuh transaksi bagong,negative
sundal,neutral
semoga semakin mantap percaya,positive
tapi tidak respon bukan jadi komplen kemana tunggu tapi,negative
gagal gagal permium ovo cs bantu,negative
saya,negative
tolong aplikasi suka eror,negative
baik qris jangan biar begitu qris kadang bisa kadang tidak bikin emosi bilang jringan cuman qris baik cuman kritik baca baik paham,neutral
emoney saldo sudah potong tapi tidak masuk saldo emoney cs email sudah minggu kembang woooiiiikembalikan,positive
inti bantu masyarakat lokal,negative
banget akun saya beku minggu menunggu respon balas tidak buat akun ktp dipakai sehat kah indonesia,negative
baguuuuss,neutral
bantu butuh bisnis,negative
oklah,neutral
pas saya unduh pin kan daftar tidak benar,negative
gagal coba gagal coba menunggu butuh duit banget,negative
cepettt tidak ribet,negative
kirim jadi lebih mudah praktis biaya cepat,positive
suka terasaksi tahu teransaksi teransaksi,positive
proses gagal enggak bisakecewa,negative
